metric_id,project_id,metric_name,metric_value,recorded_date
MET002754,PROJ000080,Retention Rate,64.16,2026-04-19
MET002755,PROJ000008,Customer Satisfaction,94.97,2024-11-10
MET002756,PROJ000215,Deployment Frequency,82.93,2025-12-15
MET002757,PROJ000113,Retention Rate,3.34,2025-11-28
MET002758,PROJ000038,Deployment Frequency,22.78,2024-08-08
MET002759,PROJ000118,Net Promoter Score,12.46,2025-02-06
MET002760,PROJ000114,Bug Resolution Rate,39.8,2024-12-12
MET002761,PROJ000186,Net Promoter Score,55.6,2024-10-07
MET002762,PROJ000160,Monthly Active Users,70.67,2026-01-31
MET002763,PROJ000136,Bug Resolution Rate,92.47,2025-03-29
MET002764,PROJ000059,Feature Adoption,2.01,2025-10-06
MET002765,PROJ000216,Sprint Velocity,98.44,2026-07-08
MET002766,PROJ000150,Average Response Time,72.5,2025-05-16
MET002767,PROJ000233,Deployment Frequency,19.45,2026-02-22
MET002768,PROJ000205,Retention Rate,50.7,2024-09-12
MET002769,PROJ000108,Average Response Time,73.74,2025-02-19
MET002770,PROJ000237,Bug Resolution Rate,61.85,2025-11-23
MET002771,PROJ000131,Bug Resolution Rate,15.14,2024-09-23
MET002772,PROJ000238,Retention Rate,88.23,2025-02-05
MET002773,PROJ000212,Retention Rate,95.78,2024-09-14
MET002774,PROJ000191,Customer Satisfaction,36.8,2026-07-22
MET002775,PROJ000201,Deployment Frequency,35.29,2025-11-19
MET002776,PROJ000019,Retention Rate,11.79,2026-07-21
MET002777,PROJ000141,Retention Rate,27.89,2025-11-23
MET002778,PROJ000235,Bug Resolution Rate,78.1,2026-07-20
MET002779,PROJ000111,Deployment Frequency,23.09,2025-11-16
MET002780,PROJ000217,Monthly Active Users,60.75,2025-04-24
MET002781,PROJ000096,Customer Satisfaction,2.89,2025-11-04
MET002782,PROJ000167,Feature Completion,29.53,2024-08-12
MET002783,PROJ000113,Deployment Frequency,28.5,2026-04-08
MET002784,PROJ000026,Feature Completion,67.07,2026-03-23
MET002785,PROJ000230,Deployment Frequency,42.55,2025-02-14
MET002786,PROJ000245,Retention Rate,84.78,2025-08-15
MET002787,PROJ000146,Customer Satisfaction,85.48,2025-02-04
MET002788,PROJ000036,Sprint Velocity,76.45,2026-04-02
MET002789,PROJ000122,Monthly Active Users,29.34,2025-09-18
MET002790,PROJ000108,Sprint Velocity,20.25,2024-11-01
MET002791,PROJ000235,Monthly Active Users,0.86,2025-06-20
MET002792,PROJ000009,Monthly Active Users,15.93,2026-07-21
MET002793,PROJ000088,Bug Resolution Rate,77.42,2026-07-04
MET002794,PROJ000105,Net Promoter Score,75.44,2025-04-16
MET002795,PROJ000213,Customer Satisfaction,0.5,2026-03-15
MET002796,PROJ000109,Feature Adoption,77.4,2026-06-06
MET002797,PROJ000080,Feature Adoption,98.02,2024-11-10
MET002798,PROJ000197,Average Response Time,33.92,2025-09-26
MET002799,PROJ000100,Average Response Time,27.89,2025-10-07
MET002800,PROJ000010,Feature Completion,64.29,2024-10-30
MET002801,PROJ000032,Average Response Time,82.91,2026-01-07
MET002802,PROJ000197,Retention Rate,68.19,2025-03-29
MET002803,PROJ000022,Customer Satisfaction,25.69,2024-10-05
MET002804,PROJ000200,Average Response Time,45.23,2025-08-05
MET002805,PROJ000126,Sprint Velocity,71.19,2026-06-26
MET002806,PROJ000110,Feature Adoption,37.95,2024-11-15
MET002807,PROJ000188,Feature Completion,79.39,2024-11-04
MET002808,PROJ000109,Average Response Time,64.47,2024-11-14
MET002809,PROJ000162,Feature Completion,92.38,2026-02-01
MET002810,PROJ000167,Sprint Velocity,17.28,2025-03-01
MET002811,PROJ000177,Deployment Frequency,56.17,2026-01-25
MET002812,PROJ000056,Retention Rate,68.64,2026-07-16
MET002813,PROJ000242,Feature Completion,61.57,2025-10-05
MET002814,PROJ000171,Feature Completion,49.13,2025-05-18
MET002815,PROJ000166,Average Response Time,44.66,2025-03-06
MET002816,PROJ000241,Feature Completion,98.83,2025-06-26
MET002817,PROJ000057,Net Promoter Score,29.89,2026-02-01
MET002818,PROJ000030,Customer Satisfaction,79.24,2025-01-20
MET002819,PROJ000106,Retention Rate,1.96,2024-08-10
MET002820,PROJ000053,Feature Adoption,66.25,2024-12-04
MET002821,PROJ000077,Customer Satisfaction,75.66,2026-02-24
MET002822,PROJ000047,Feature Adoption,5.47,2024-12-23
MET002823,PROJ000086,Retention Rate,24.25,2026-06-29
MET002824,PROJ000089,Net Promoter Score,5.03,2024-08-14
MET002825,PROJ000180,Deployment Frequency,15.64,2025-10-14
MET002826,PROJ000076,Deployment Frequency,95.9,2026-01-09
MET002827,PROJ000092,Bug Resolution Rate,0.55,2024-07-27
MET002828,PROJ000081,Feature Adoption,52.29,2025-07-23
MET002829,PROJ000005,Retention Rate,39.26,2025-06-15
MET002830,PROJ000076,Monthly Active Users,51.34,2025-06-15
MET002831,PROJ000196,Bug Resolution Rate,96.17,2026-05-01
MET002832,PROJ000016,Feature Completion,88.31,2025-03-09
MET002833,PROJ000055,Sprint Velocity,88.43,2026-01-29
MET002834,PROJ000173,Bug Resolution Rate,58.89,2025-02-09
MET002835,PROJ000152,Sprint Velocity,44.11,2024-11-02
MET002836,PROJ000189,Feature Completion,26.19,2025-11-24
MET002837,PROJ000244,Deployment Frequency,78.47,2026-02-28
MET002838,PROJ000058,Deployment Frequency,94.82,2025-08-07
MET002839,PROJ000005,Deployment Frequency,53.6,2024-09-25
MET002840,PROJ000147,Customer Satisfaction,52.91,2024-09-25
MET002841,PROJ000153,Deployment Frequency,34.97,2026-05-07
MET002842,PROJ000021,Customer Satisfaction,50.35,2026-03-27
MET002843,PROJ000155,Deployment Frequency,9.72,2025-10-06
MET002844,PROJ000166,Net Promoter Score,88.78,2026-02-18
MET002845,PROJ000089,Feature Completion,28.06,2026-04-26
MET002846,PROJ000019,Average Response Time,61.48,2024-11-12
MET002847,PROJ000248,Monthly Active Users,73.33,2024-12-15
MET002848,PROJ000096,Deployment Frequency,82.15,2025-04-30
MET002849,PROJ000026,Net Promoter Score,95.27,2025-03-13
MET002850,PROJ000205,Net Promoter Score,71.02,2024-09-20
MET002851,PROJ000128,Sprint Velocity,11.37,2025-02-15
MET002852,PROJ000057,Monthly Active Users,15.7,2025-06-28
MET002853,PROJ000173,Feature Adoption,1.32,2025-10-08
MET002854,PROJ000140,Monthly Active Users,78.4,2026-03-10
MET002855,PROJ000114,Sprint Velocity,44.71,2025-05-04
MET002856,PROJ000226,Bug Resolution Rate,80.24,2025-07-19
MET002857,PROJ000050,Feature Adoption,62.92,2026-06-04
MET002858,PROJ000018,Deployment Frequency,71.56,2025-03-10
MET002859,PROJ000182,Deployment Frequency,54.24,2025-02-26
MET002860,PROJ000035,Net Promoter Score,97.96,2026-03-23
MET002861,PROJ000023,Customer Satisfaction,24.11,2024-12-29
MET002862,PROJ000191,Deployment Frequency,66.83,2025-03-16
MET002863,PROJ000088,Retention Rate,3.92,2026-01-22
MET002864,PROJ000144,Monthly Active Users,9.38,2024-08-03
MET002865,PROJ000077,Average Response Time,26.49,2026-01-14
MET002866,PROJ000033,Monthly Active Users,94.88,2026-06-11
MET002867,PROJ000090,Feature Adoption,1.1,2024-12-18
MET002868,PROJ000201,Bug Resolution Rate,21.93,2024-08-31
MET002869,PROJ000013,Feature Completion,95.16,2024-12-23
MET002870,PROJ000035,Average Response Time,81.67,2025-09-08
MET002871,PROJ000069,Net Promoter Score,3.36,2025-07-01
MET002872,PROJ000033,Feature Completion,49.66,2026-04-03
MET002873,PROJ000202,Deployment Frequency,52.3,2024-09-13
MET002874,PROJ000105,Sprint Velocity,20.54,2025-05-31
MET002875,PROJ000071,Bug Resolution Rate,22.08,2025-06-16
MET002876,PROJ000028,Average Response Time,32.95,2025-02-01
MET002877,PROJ000036,Customer Satisfaction,52.51,2024-10-01
MET002878,PROJ000037,Customer Satisfaction,59.62,2025-01-08
MET002879,PROJ000135,Average Response Time,8.06,2024-11-09
MET002880,PROJ000070,Customer Satisfaction,56.09,2026-03-11
MET002881,PROJ000043,Net Promoter Score,82.8,2025-04-22
MET002882,PROJ000227,Average Response Time,9.4,2025-06-11
MET002883,PROJ000162,Deployment Frequency,53.42,2026-07-05
MET002884,PROJ000148,Bug Resolution Rate,58.83,2024-08-07
MET002885,PROJ000087,Customer Satisfaction,54.89,2025-02-16
MET002886,PROJ000104,Retention Rate,75.74,2024-12-20
MET002887,PROJ000228,Average Response Time,7.19,2024-11-02
MET002888,PROJ000148,Feature Adoption,35.9,2024-09-15
MET002889,PROJ000010,Customer Satisfaction,77.51,2026-01-31
MET002890,PROJ000163,Average Response Time,63.74,2025-04-22
MET002891,PROJ000155,Net Promoter Score,42.36,2026-04-09
MET002892,PROJ000197,Bug Resolution Rate,46.6,2025-12-05
MET002893,PROJ000008,Sprint Velocity,19.52,2025-07-10
MET002894,PROJ000151,Monthly Active Users,75.0,2026-04-29
MET002895,PROJ000164,Monthly Active Users,30.04,2024-08-05
MET002896,PROJ000081,Monthly Active Users,71.85,2024-12-04
MET002897,PROJ000162,Feature Completion,20.38,2024-08-04
MET002898,PROJ000174,Average Response Time,46.15,2025-05-18
MET002899,PROJ000146,Bug Resolution Rate,97.96,2025-01-19
MET002900,PROJ000060,Average Response Time,31.79,2025-01-11
MET002901,PROJ000063,Sprint Velocity,48.35,2025-07-12
MET002902,PROJ000245,Monthly Active Users,51.49,2026-03-13
MET002903,PROJ000080,Average Response Time,57.44,2024-09-03
MET002904,PROJ000224,Customer Satisfaction,90.85,2025-08-01
MET002905,PROJ000215,Feature Completion,48.07,2024-10-23
MET002906,PROJ000078,Net Promoter Score,24.85,2025-10-29
MET002907,PROJ000146,Monthly Active Users,53.52,2026-04-09
MET002908,PROJ000053,Customer Satisfaction,35.79,2025-01-14
MET002909,PROJ000205,Feature Adoption,32.0,2024-12-16
MET002910,PROJ000090,Monthly Active Users,7.56,2025-06-15
MET002911,PROJ000185,Net Promoter Score,43.74,2026-01-05
MET002912,PROJ000180,Net Promoter Score,49.9,2024-10-05
MET002913,PROJ000193,Customer Satisfaction,77.9,2024-10-17
MET002914,PROJ000204,Deployment Frequency,95.24,2025-08-01
MET002915,PROJ000107,Monthly Active Users,89.1,2025-11-03
MET002916,PROJ000101,Net Promoter Score,52.15,2024-09-20
MET002917,PROJ000093,Sprint Velocity,48.56,2024-10-17
MET002918,PROJ000169,Feature Adoption,46.91,2025-05-25
MET002919,PROJ000145,Feature Completion,78.66,2026-07-12
MET002920,PROJ000060,Deployment Frequency,40.04,2024-10-16
MET002921,PROJ000018,Sprint Velocity,52.86,2024-12-26
MET002922,PROJ000071,Sprint Velocity,28.49,2024-10-08
MET002923,PROJ000247,Feature Adoption,93.79,2025-10-26
MET002924,PROJ000187,Feature Completion,55.48,2026-06-03
MET002925,PROJ000234,Bug Resolution Rate,90.51,2026-05-24
MET002926,PROJ000125,Bug Resolution Rate,36.71,2025-10-30
MET002927,PROJ000015,Feature Completion,46.05,2025-10-11
MET002928,PROJ000048,Feature Adoption,57.51,2025-04-09
MET002929,PROJ000080,Customer Satisfaction,82.28,2024-09-02
MET002930,PROJ000191,Bug Resolution Rate,22.49,2024-07-30
MET002931,PROJ000095,Average Response Time,65.31,2024-12-03
MET002932,PROJ000041,Monthly Active Users,75.2,2026-02-21
MET002933,PROJ000075,Customer Satisfaction,22.64,2025-04-14
MET002934,PROJ000162,Bug Resolution Rate,47.41,2025-01-26
MET002935,PROJ000201,Average Response Time,4.06,2025-08-27
MET002936,PROJ000151,Customer Satisfaction,25.75,2025-04-17
MET002937,PROJ000137,Sprint Velocity,75.78,2026-01-08
MET002938,PROJ000155,Retention Rate,74.43,2026-07-15
MET002939,PROJ000046,Net Promoter Score,85.44,2024-12-21
MET002940,PROJ000051,Bug Resolution Rate,0.28,2025-12-20
MET002941,PROJ000062,Bug Resolution Rate,24.55,2024-09-30
MET002942,PROJ000018,Feature Completion,21.02,2025-07-23
MET002943,PROJ000137,Net Promoter Score,87.23,2025-12-16
MET002944,PROJ000070,Customer Satisfaction,73.73,2025-12-24
MET002945,PROJ000048,Deployment Frequency,55.88,2025-08-07
MET002946,PROJ000066,Retention Rate,55.96,2025-10-30
MET002947,PROJ000036,Feature Adoption,7.42,2024-08-24
MET002948,PROJ000184,Sprint Velocity,84.99,2025-05-15
MET002949,PROJ000015,Feature Adoption,38.9,2026-05-27
MET002950,PROJ000119,Monthly Active Users,87.84,2026-02-23
MET002951,PROJ000211,Sprint Velocity,22.13,2025-12-08
MET002952,PROJ000111,Net Promoter Score,98.83,2026-02-20
MET002953,PROJ000243,Net Promoter Score,65.63,2025-07-30
MET002954,PROJ000043,Retention Rate,70.42,2024-11-11
MET002955,PROJ000208,Sprint Velocity,60.82,2024-08-05
MET002956,PROJ000087,Customer Satisfaction,27.32,2024-11-04
MET002957,PROJ000187,Feature Completion,56.78,2026-03-06
MET002958,PROJ000061,Retention Rate,31.45,2024-09-17
MET002959,PROJ000245,Bug Resolution Rate,5.28,2025-08-29
MET002960,PROJ000153,Net Promoter Score,42.18,2025-10-13
MET002961,PROJ000215,Feature Adoption,78.88,2025-09-01
MET002962,PROJ000237,Customer Satisfaction,5.4,2025-05-30
MET002963,PROJ000153,Feature Completion,72.04,2026-03-07
MET002964,PROJ000229,Net Promoter Score,6.91,2025-09-12
MET002965,PROJ000200,Sprint Velocity,4.0,2025-04-01
MET002966,PROJ000100,Feature Adoption,37.79,2026-02-19
MET002967,PROJ000147,Retention Rate,86.94,2025-12-11
MET002968,PROJ000119,Monthly Active Users,74.15,2024-09-28
MET002969,PROJ000243,Feature Adoption,88.97,2026-06-20
MET002970,PROJ000196,Monthly Active Users,3.33,2025-06-01
MET002971,PROJ000019,Retention Rate,71.08,2026-03-06
MET002972,PROJ000032,Feature Completion,70.75,2025-07-18
MET002973,PROJ000191,Customer Satisfaction,58.42,2024-11-12
MET002974,PROJ000201,Retention Rate,42.21,2025-07-02
MET002975,PROJ000191,Retention Rate,84.05,2025-08-20
MET002976,PROJ000110,Deployment Frequency,14.09,2024-08-11
MET002977,PROJ000090,Net Promoter Score,62.52,2025-08-16
MET002978,PROJ000009,Bug Resolution Rate,55.65,2024-08-14
MET002979,PROJ000117,Retention Rate,70.41,2024-09-01
MET002980,PROJ000040,Net Promoter Score,61.37,2025-10-29
MET002981,PROJ000094,Monthly Active Users,92.42,2026-02-26
MET002982,PROJ000225,Deployment Frequency,10.04,2025-06-25
MET002983,PROJ000047,Monthly Active Users,94.73,2025-10-04
MET002984,PROJ000137,Bug Resolution Rate,8.11,2024-11-12
MET002985,PROJ000200,Average Response Time,64.26,2025-10-30
MET002986,PROJ000032,Customer Satisfaction,27.77,2025-08-30
MET002987,PROJ000119,Sprint Velocity,13.22,2026-01-22
MET002988,PROJ000029,Sprint Velocity,28.72,2024-12-22
MET002989,PROJ000188,Retention Rate,90.24,2025-02-06
MET002990,PROJ000055,Bug Resolution Rate,96.78,2026-01-31
MET002991,PROJ000175,Deployment Frequency,22.39,2026-03-21
MET002992,PROJ000019,Sprint Velocity,95.97,2024-08-28
MET002993,PROJ000007,Customer Satisfaction,16.23,2026-02-06
MET002994,PROJ000088,Bug Resolution Rate,82.75,2026-05-12
MET002995,PROJ000061,Average Response Time,1.55,2025-09-06
MET002996,PROJ000112,Feature Completion,71.86,2026-06-30
MET002997,PROJ000093,Feature Completion,45.8,2025-11-21
MET002998,PROJ000032,Customer Satisfaction,70.53,2025-07-17
MET002999,PROJ000144,Feature Adoption,29.02,2024-11-22
MET003000,PROJ000239,Feature Adoption,98.48,2025-02-18
MET003001,PROJ000079,Average Response Time,82.63,2026-05-22
MET003002,PROJ000109,Average Response Time,93.52,2025-10-15
MET003003,PROJ000201,Retention Rate,30.64,2025-11-30
MET003004,PROJ000113,Deployment Frequency,53.11,2026-06-22
MET003005,PROJ000193,Feature Adoption,39.98,2025-11-01
MET003006,PROJ000249,Average Response Time,71.85,2024-12-24
MET003007,PROJ000165,Average Response Time,24.44,2025-05-27
MET003008,PROJ000167,Customer Satisfaction,14.64,2026-01-16
MET003009,PROJ000144,Average Response Time,68.57,2025-09-15
MET003010,PROJ000039,Sprint Velocity,91.8,2026-03-09
MET003011,PROJ000216,Retention Rate,96.72,2024-09-11
MET003012,PROJ000088,Feature Adoption,94.33,2024-12-01
MET003013,PROJ000205,Bug Resolution Rate,1.79,2025-03-19
MET003014,PROJ000147,Feature Adoption,31.99,2024-08-12
MET003015,PROJ000100,Net Promoter Score,61.89,2025-01-30
MET003016,PROJ000204,Sprint Velocity,94.84,2024-10-07
MET003017,PROJ000185,Bug Resolution Rate,63.42,2026-05-02
MET003018,PROJ000200,Feature Adoption,69.05,2025-11-06
MET003019,PROJ000190,Net Promoter Score,79.87,2025-01-07
MET003020,PROJ000217,Sprint Velocity,57.01,2026-03-20
MET003021,PROJ000068,Retention Rate,14.62,2024-09-06
MET003022,PROJ000173,Sprint Velocity,60.29,2025-03-12
MET003023,PROJ000117,Customer Satisfaction,56.41,2026-06-29
MET003024,PROJ000007,Retention Rate,71.81,2024-07-28
MET003025,PROJ000221,Bug Resolution Rate,9.04,2025-01-30
MET003026,PROJ000142,Sprint Velocity,45.2,2025-09-08
MET003027,PROJ000067,Average Response Time,92.32,2025-10-16
MET003028,PROJ000194,Net Promoter Score,50.84,2025-11-30
MET003029,PROJ000024,Customer Satisfaction,73.95,2026-04-23
MET003030,PROJ000147,Monthly Active Users,2.66,2025-09-16
MET003031,PROJ000207,Customer Satisfaction,58.53,2025-09-27
MET003032,PROJ000006,Feature Adoption,87.02,2026-01-11
MET003033,PROJ000183,Customer Satisfaction,71.04,2025-07-27
MET003034,PROJ000080,Customer Satisfaction,83.1,2026-07-04
MET003035,PROJ000050,Monthly Active Users,52.84,2025-11-09
MET003036,PROJ000121,Bug Resolution Rate,13.95,2026-07-11
MET003037,PROJ000008,Sprint Velocity,77.15,2026-05-22
MET003038,PROJ000034,Bug Resolution Rate,65.33,2024-08-03
MET003039,PROJ000008,Sprint Velocity,99.62,2026-01-07
MET003040,PROJ000229,Feature Completion,54.71,2025-12-18
MET003041,PROJ000149,Feature Adoption,78.31,2025-01-07
MET003042,PROJ000098,Net Promoter Score,22.11,2026-01-26
MET003043,PROJ000104,Monthly Active Users,73.16,2025-09-13
MET003044,PROJ000185,Bug Resolution Rate,59.42,2026-05-13
MET003045,PROJ000104,Net Promoter Score,13.11,2025-04-22
MET003046,PROJ000191,Feature Completion,23.96,2026-05-12
MET003047,PROJ000207,Monthly Active Users,47.9,2024-12-11
MET003048,PROJ000046,Feature Adoption,69.65,2026-01-12
MET003049,PROJ000071,Net Promoter Score,4.64,2025-11-23
MET003050,PROJ000074,Sprint Velocity,61.22,2024-10-08
MET003051,PROJ000052,Feature Adoption,0.92,2024-10-28
MET003052,PROJ000021,Customer Satisfaction,62.19,2024-12-02
MET003053,PROJ000166,Feature Adoption,74.12,2024-11-18
MET003054,PROJ000102,Net Promoter Score,51.35,2024-09-23
MET003055,PROJ000175,Monthly Active Users,91.16,2026-05-19
MET003056,PROJ000035,Deployment Frequency,21.58,2025-04-13
MET003057,PROJ000043,Sprint Velocity,73.15,2025-12-16
MET003058,PROJ000136,Monthly Active Users,86.33,2026-04-09
MET003059,PROJ000092,Bug Resolution Rate,7.57,2025-08-31
MET003060,PROJ000171,Net Promoter Score,22.21,2024-09-29
MET003061,PROJ000068,Sprint Velocity,79.65,2024-12-13
MET003062,PROJ000146,Customer Satisfaction,34.22,2026-02-01
MET003063,PROJ000247,Deployment Frequency,38.43,2025-12-18
MET003064,PROJ000117,Bug Resolution Rate,2.42,2026-06-24
MET003065,PROJ000085,Feature Adoption,99.52,2025-04-03
MET003066,PROJ000127,Customer Satisfaction,40.91,2025-08-02
MET003067,PROJ000230,Customer Satisfaction,94.15,2025-08-12
MET003068,PROJ000229,Average Response Time,36.19,2025-11-28
MET003069,PROJ000073,Bug Resolution Rate,79.57,2025-03-29
MET003070,PROJ000118,Retention Rate,75.04,2025-06-19
MET003071,PROJ000230,Customer Satisfaction,83.86,2026-04-12
MET003072,PROJ000166,Net Promoter Score,35.56,2025-07-16
MET003073,PROJ000187,Net Promoter Score,20.91,2025-03-11
MET003074,PROJ000066,Retention Rate,96.05,2025-11-08
MET003075,PROJ000054,Feature Completion,44.69,2026-04-05
MET003076,PROJ000033,Deployment Frequency,10.58,2025-09-11
MET003077,PROJ000236,Monthly Active Users,19.64,2024-09-24
MET003078,PROJ000250,Customer Satisfaction,60.87,2025-06-15
MET003079,PROJ000211,Feature Adoption,93.51,2025-12-29
MET003080,PROJ000153,Deployment Frequency,76.14,2025-08-20
MET003081,PROJ000041,Bug Resolution Rate,86.66,2025-05-30
MET003082,PROJ000179,Average Response Time,27.98,2026-03-19
MET003083,PROJ000220,Customer Satisfaction,27.02,2026-03-03
MET003084,PROJ000076,Average Response Time,8.7,2025-06-26
MET003085,PROJ000218,Monthly Active Users,79.3,2025-12-10
MET003086,PROJ000205,Average Response Time,20.58,2025-06-29
MET003087,PROJ000061,Retention Rate,94.63,2024-07-29
MET003088,PROJ000108,Deployment Frequency,55.77,2024-12-14
MET003089,PROJ000011,Bug Resolution Rate,5.92,2026-02-23
MET003090,PROJ000033,Average Response Time,51.98,2026-02-15
MET003091,PROJ000158,Feature Completion,36.5,2024-10-10
MET003092,PROJ000015,Deployment Frequency,26.01,2025-11-04
MET003093,PROJ000191,Sprint Velocity,39.6,2026-04-09
MET003094,PROJ000106,Bug Resolution Rate,68.95,2026-04-30
MET003095,PROJ000221,Feature Completion,27.6,2025-03-01
MET003096,PROJ000129,Net Promoter Score,30.12,2025-10-14
MET003097,PROJ000050,Average Response Time,78.14,2025-09-03
MET003098,PROJ000190,Feature Adoption,87.41,2025-08-08
MET003099,PROJ000136,Bug Resolution Rate,16.49,2025-05-31
MET003100,PROJ000157,Bug Resolution Rate,8.55,2026-04-02
MET003101,PROJ000134,Retention Rate,20.06,2025-09-20
MET003102,PROJ000216,Feature Completion,85.89,2025-12-17
